club_name,player_name,age,position,specific_position,club_involved_name,fee,type_operation,fee_cleaned,year,season
Al-Wehda FC,Omar Daoud,25,Defence,Centre-Back,Al-Ahli SC,transfer,transfer,1300000.0,2008,2008/2009
Al-Hazem SC,Karim Eddafi,25,Midfield,Left Midfield,Kénitra,transfer,transfer,1300000.0,2008,2008/2009
Al-Raed SFC,Leandro Sena,32,Midfield,Central Midfield,Vila Aurora,free transfer,free,0.0,2008,2008/2009
Al-Raed SFC,Felipe,27,Midfield,Attacking Midfield,North Qld Fury,transfer,transfer,1300000.0,2008,2008/2009
Al-Raed SFC,Saleh Abdulhameed,26,Defence,Centre-Back,Al-Najma,transfer,transfer,1300000.0,2008,2008/2009
Al-Watani,Basem Fat'hi,26,Defence,Left-Back,Al-Wehda,loan transfer,loan,0.0,2008,2008/2009
Al-Watani,Makhete Diop,21,Forward,Centre-Forward,ASC Yakaar,transfer,transfer,1300000.0,2008,2008/2009
Al-Watani,Josimar,22,Midfield,Defensive Midfield,Internacional,loan transfer,loan,0.0,2008,2008/2009
Al-Watani,Naif Al-Balawi,22,Forward,Centre-Forward,Ittihad Club,transfer,transfer,1300000.0,2008,2008/2009
Al-Watani,Josimar,22,Midfield,Defensive Midfield,Internacional,"end of loanapr 30, 2009",loan,0.0,2008,2008/2009
Al-Watani,Basem Fat'hi,26,Defence,Left-Back,Al-Wehda,"end of loanfeb 20, 2009",loan,0.0,2008,2008/2009
Al-Hilal SFC,Thiago Neves,24,Midfield,Attacking Midfield,Hamburger SV,€7.00m,transfer,7000000.0,2009,2009/2010
Al-Hilal SFC,Young-pyo Lee,32,Defence,Left-Back,Bor. Dortmund,free transfer,free,0.0,2009,2009/2010
Al-Hilal SFC,Essa Al-Mehyani,26,Forward,Centre-Forward,Al-Wehda,transfer,transfer,1300000.0,2009,2009/2010
Al-Hilal SFC,Abdullah Al-Dawsari,19,Defence,Right-Back,Al-Ettifaq,transfer,transfer,1300000.0,2009,2009/2010
Al-Hilal SFC,Khaled Shrahili,22,Goalkeeper,Goalkeeper,Al-Raed,"end of loanjun 30, 2009",loan,0.0,2009,2009/2010
Al-Hilal SFC,Sultan Al-Bargan,26,Midfield,Defensive Midfield,Al-Ettifaq,"end of loanjun 30, 2009",loan,0.0,2009,2009/2010
Al-Hilal SFC,Tareq Al Tayeb,32,Midfield,Attacking Midfield,Al-Shabab SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Hilal SFC,Abdulaziz Al-Khathran,35,Midfield,Defensive Midfield,Al-Wehda,transfer,transfer,1300000.0,2009,2009/2010
Al-Hilal SFC,Boris Kabi,24,Forward,Centre-Forward,Ajman Club,transfer,transfer,1300000.0,2009,2009/2010
Al-Hilal SFC,Fahad Al-Shammari,28,Goalkeeper,Goalkeeper,Al-Qadsiah FC,loan transfer,loan,0.0,2009,2009/2010
Al-Hilal SFC,Mohammed Al-Gizani,19,Defence,Right-Back,Al-Nasr SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Hilal SFC,Ki-hyeon Seol,30,Forward,Right Winger,Fulham,"end of loanjun 30, 2009",loan,0.0,2009,2009/2010
Najran SC,Cédric Kisamba,24,Midfield,Central Midfield,LB Châteauroux,transfer,transfer,1300000.0,2009,2009/2010
Najran SC,Turki Al-Thagafi,30,Midfield,Attacking Midfield,Al-Ahli SC,transfer,transfer,1300000.0,2009,2009/2010
Najran SC,Anas Bani Yassen,20,Defence,Centre-Back,Al-Arabi Irbid,transfer,transfer,1300000.0,2009,2009/2010
Najran SC,Ahmad Al-Ajmi,26,Defence,Defence,Al-Fateh,transfer,transfer,1300000.0,2009,2009/2010
Najran SC,Juliano Mineiro,24,Midfield,Attacking Midfield,Nacional,loan transfer,loan,0.0,2009,2009/2010
Najran SC,Ali Al-Turki,20,Midfield,Right Midfield,Al-Taawoun,free transfer,free,0.0,2009,2009/2010
Najran SC,Ali Al-Sagour,20,Defence,Centre-Back,Al-Ahli SC,transfer,transfer,1300000.0,2009,2009/2010
Najran SC,Awad Al-Otabi,26,Forward,Attack,Al-Nasr SC,transfer,transfer,1300000.0,2009,2009/2010
Najran SC,Abdelfatha Safi,28,Midfield,Attacking Midfield,Al-Salmiya SC,transfer,transfer,1300000.0,2009,2009/2010
Najran SC,Abdelfattah Safi,28,Midfield,Midfield,Al-Salmiya SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Qadsiah FC,Ali Al-Abdali,30,Defence,Right-Back,Al-Raed,free transfer,free,0.0,2009,2009/2010
Al-Qadsiah FC,Mohamad Labib,22,Forward,Centre-Forward,Ittihad Club,free transfer,free,0.0,2009,2009/2010
Al-Qadsiah FC,Rubén Gigena,28,Forward,Centre-Forward,Audax Italiano,transfer,transfer,1300000.0,2009,2009/2010
Al-Qadsiah FC,Juan Comínges,25,Midfield,Left Midfield,José Gálvez,transfer,transfer,1300000.0,2009,2009/2010
Al-Qadsiah FC,Mohamed Hubail,28,Midfield,Central Midfield,Al-Ahli SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Qadsiah FC,Nelson Figueredo,24,Defence,Centre-Back,3 de Febrero,transfer,transfer,1300000.0,2009,2009/2010
Al-Qadsiah FC,Said Al-Shoon,25,Defence,Defence,Kazma SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Qadsiah FC,Fahad Al-Shammari,28,Goalkeeper,Goalkeeper,Al-Hilal FC,loan transfer,loan,0.0,2009,2009/2010
Al-Qadsiah FC,Ibrahim Kabie,26,Defence,Defence,Unknown,loan transfer,loan,0.0,2009,2009/2010
Al-Qadsiah FC,Mohammed Al-Sahlawi,22,Forward,Centre-Forward,Al-Nasr SC,€654k,transfer,654000.0,2009,2009/2010
Al-Raed SFC,Hatem Aqel,31,Defence,Centre-Back,Al-Faisaly SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Raed SFC,Abdullah Haidar,24,Midfield,Defensive Midfield,Ittihad Club,transfer,transfer,1300000.0,2009,2009/2010
Al-Raed SFC,Abdulmajeed Abdullah Al-Ruwaili,22,Midfield,Central Midfield,Al-Orobah FC,transfer,transfer,1300000.0,2009,2009/2010
Al-Raed SFC,Serginho,35,Forward,Centre-Forward,Al-Gharafa SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Raed SFC,Sedonoune Janvier Abouta,28,Forward,Centre-Forward,Djoliba AC,transfer,transfer,1300000.0,2009,2009/2010
Al-Raed SFC,Zakaria Aboub,28,Midfield,Midfield,Difaâ El Jadida,transfer,transfer,1300000.0,2009,2009/2010
Al-Raed SFC,Leandro Sena,32,Midfield,Central Midfield,Alecrim,free transfer,free,0.0,2009,2009/2010
Al-Raed SFC,Ali Al-Abdali,30,Defence,Right-Back,Al-Qadsiah FC,free transfer,free,0.0,2009,2009/2010
Al-Raed SFC,Zakaria Aboub,29,Midfield,Midfield,Raja Casablanca,transfer,transfer,1300000.0,2009,2009/2010
Al-Raed SFC,Felipe,29,Midfield,Attacking Midfield,Al-Wehda,loan transfer,loan,0.0,2009,2009/2010
Al-Raed SFC,Ahmad Najr Al-Harbi,27,Midfield,Midfield,Without Club,transfer,transfer,1300000.0,2009,2009/2010
Al-Raed SFC,Khaled Shrahili,22,Goalkeeper,Goalkeeper,Al-Hilal FC,"end of loanjun 30, 2009",loan,0.0,2009,2009/2010
Al-Nassr FC,Víctor Figueroa,25,Forward,Right Winger,Chacarita Jrs.,€1.75m,transfer,1750000.0,2009,2009/2010
Al-Nassr FC,Chun-soo Lee,27,Forward,Second Striker,Feyenoord,€800k,transfer,800000.0,2009,2009/2010
Al-Nassr FC,Hussein Abdulghani,32,Defence,Left-Back,Xamax,€700k,transfer,700000.0,2009,2009/2010
Al-Nassr FC,Mohammed Al-Sahlawi,22,Forward,Centre-Forward,Al-Qadsiah FC,€654k,transfer,654000.0,2009,2009/2010
Al-Nassr FC,Ahmad Abbas,23,Midfield,Defensive Midfield,Abha Club,free transfer,free,0.0,2009,2009/2010
Al-Nassr FC,Kameel Webary,23,Goalkeeper,Goalkeeper,Unknown,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Abdullah Al-Enezi,18,Goalkeeper,Goalkeeper,Unknown,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Ibrahim Ghaleb,18,Midfield,Central Midfield,Unknown,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Saud Hamoud,19,Forward,Second Striker,Unknown,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Khaled Al-Zylaeei,22,Forward,Right Winger,Abha Club,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Abdoh Bernaoy,25,Defence,Left-Back,Al-Faisaly FC,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Saleh Sadeeq,26,Defence,Defence,Unknown,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Abdullah Al-Garni,21,Defence,Centre-Back,Unknown,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Awad Al-Otabi,26,Forward,Attack,Najran SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Rayan Belal,20,Forward,Centre-Forward,Ohod Club,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Mohammed Al-Shahrani,28,Forward,Centre-Forward,Al-Ettifaq,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Ahmad Al-Dokhi,32,Defence,Right-Back,Qatar SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Shaye Sharahili,19,Midfield,Defensive Midfield,Al-Nasr SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Mohammed Al-Gizani,19,Defence,Right-Back,Al-Hilal FC,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Abdulaziz Hosawi,18,Midfield,Midfield,Al-Nasr SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Élton,23,Midfield,Attacking Midfield,Fortaleza,free transfer,free,0.0,2009,2009/2010
Al-Nassr FC,Ahmad Al-Hderme,20,Forward,Attack,Al-Fateh,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Mohammed Al-Shahrani,27,Forward,Centre-Forward,Al-Ettifaq,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Mohamad Sharifi,30,Goalkeeper,Goalkeeper,Al-Fateh,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Abdullah Al-Waked,33,Midfield,Central Midfield,Retired,retired,retired,0.0,2009,2009/2010
Al-Nassr FC,Chun-soo Lee,28,Forward,Second Striker,Without Club,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Mehdi Shiri,31,Midfield,Central Midfield,Bargh Shiraz FC,"end of loanjun 30, 2009",loan,0.0,2009,2009/2010
Al-Ahli SFC,Javier Toledo,23,Forward,Centre-Forward,Chacarita Jrs.,free transfer,free,0.0,2009,2009/2010
Al-Ahli SFC,Sebastián Rusculleda,24,Midfield,Left Midfield,Tigre,transfer,transfer,1300000.0,2009,2009/2010
Al-Ahli SFC,Ali Al-Sagour,20,Defence,Centre-Back,Najran SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Ahli SFC,Ahmed Kano,24,Midfield,Central Midfield,Al-Sailiya SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Ahli SFC,Faisal Maodah,18,Defence,Left-Back,Al-Ahli SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Ahli SFC,Rabi Al-Mousa,24,Defence,Right-Back,Al-Taawoun,"end of loanjun 30, 2009",loan,0.0,2009,2009/2010
Al-Ahli SFC,Rabi Al-Mousa,24,Defence,Right-Back,Al-Faisaly FC,free transfer,free,0.0,2009,2009/2010
Al-Ahli SFC,Ibrahima Gueyé,31,Defence,Centre-Back,KSC Lokeren,transfer,transfer,1300000.0,2009,2009/2010
Al-Ahli SFC,Turki Al-Thagafi,30,Midfield,Attacking Midfield,Najran SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Ahli SFC,Abdo Al-Basisi,31,Goalkeeper,Goalkeeper,Al-Ansar,transfer,transfer,1300000.0,2009,2009/2010
Al-Ahli SFC,Hussain Al-Absi,21,Forward,Attack,Unknown,transfer,transfer,1300000.0,2009,2009/2010
Al-Ahli SFC,Hassan Al Yamahi,24,Defence,Defence,Retired,retired,retired,0.0,2009,2009/2010
Al-Ahli SFC,Walid Soliman,24,Forward,Right Winger,Petrojet,"end of loanjun 30, 2009",loan,0.0,2009,2009/2010
Al-Ahli SFC,Youcef Saïbi,26,Forward,Centre-Forward,USM El Harrach,"end of loanjun 30, 2009",loan,0.0,2009,2009/2010
Al-Ahli SFC,Baha'a Abdulrahman,22,Midfield,Defensive Midfield,Al-Faisaly SC,"end of loanjun 30, 2009",loan,0.0,2009,2009/2010
Al-Wehda FC,Rafik Abdessamad,27,Midfield,Left Midfield,Wydad AC,€500k,transfer,500000.0,2009,2009/2010
Al-Wehda FC,Abdulaziz Al-Khathran,35,Midfield,Defensive Midfield,Al-Hilal FC,transfer,transfer,1300000.0,2009,2009/2010
Al-Wehda FC,Marzouq Al-Otaibi,33,Forward,Centre-Forward,Ittihad Club,transfer,transfer,1300000.0,2009,2009/2010
Al-Wehda FC,Felipe,29,Midfield,Attacking Midfield,Al-Raed,loan transfer,loan,0.0,2009,2009/2010
Al-Wehda FC,Ibrahim Al-Zubaidi,20,Defence,Left-Back,Al-Wehda,transfer,transfer,1300000.0,2009,2009/2010
Al-Wehda FC,Essa Al-Mehyani,26,Forward,Centre-Forward,Al-Hilal FC,transfer,transfer,1300000.0,2009,2009/2010
Al-Wehda FC,Mejdi Traoui,25,Midfield,Central Midfield,RB Salzburg,"end of loanjun 30, 2009",loan,0.0,2009,2009/2010
Al-Wehda FC,Amir Akrout,26,Forward,Centre-Forward,Stade Tunisien,"end of loanjun 30, 2009",loan,0.0,2009,2009/2010
Al-Shabab FC,Flávio,29,Forward,Centre-Forward,El Ahly,€2.75m,transfer,2750000.0,2009,2009/2010
Al-Shabab FC,Adam Griffiths,29,Defence,Centre-Back,Gold Coast Utd.,€650k,transfer,650000.0,2009,2009/2010
Al-Shabab FC,Husain Ali Baba,27,Defence,Centre-Back,Al-Salmiya SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Shabab FC,Tareq Al Tayeb,32,Midfield,Attacking Midfield,Al-Hilal FC,transfer,transfer,1300000.0,2009,2009/2010
Al-Shabab FC,Nawaf Al-Shuweir,17,Midfield,Central Midfield,Al-Fayha FC,transfer,transfer,1300000.0,2009,2009/2010
Al-Shabab FC,Youssef Al-Salem,24,Forward,Centre-Forward,Al-Ettifaq,transfer,transfer,1300000.0,2009,2009/2010
Al-Shabab FC,Talal Al-Bloushi,23,Midfield,Defensive Midfield,Al-Sadd SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Shabab FC,Flávio,30,Forward,Centre-Forward,Al-Kharaitiyat,loan transfer,loan,0.0,2009,2009/2010
Al-Shabab FC,Ahmad Al-Azemi,25,Forward,Centre-Forward,Qadsia SC,"end of loanjun 30, 2009",loan,0.0,2009,2009/2010
Al-Hazem SC,Hamad Al-Eissa,27,Defence,Centre-Back,Ittihad Club,transfer,transfer,1300000.0,2009,2009/2010
Al-Hazem SC,Mohammad Ameen,29,Midfield,Midfield,Ittihad Club,transfer,transfer,1300000.0,2009,2009/2010
Al-Hazem SC,Mohamad Roubize,23,Midfield,Central Midfield,Al-Ettifaq,transfer,transfer,1300000.0,2009,2009/2010
Al-Hazem SC,Bashar Bani Yaseen,32,Defence,Defence,Al-Jazira Sporting Club,transfer,transfer,1300000.0,2009,2009/2010
Al-Hazem SC,Zain Al-Abdeen,21,Midfield,Midfield,Unknown,transfer,transfer,1300000.0,2009,2009/2010
Al-Hazem SC,Karim Eddafi,26,Midfield,Left Midfield,Al-Merrikh SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Hazem SC,Kodjo Afanou,31,Defence,Centre-Back,Retired,retired,retired,0.0,2009,2009/2010
Ittihad Club,Amine Chermiti,21,Forward,Centre-Forward,Hertha BSC,loan fee:€900k,loan,900000.0,2009,2009/2010
Ittihad Club,Rashed Al Rahab,25,Defence,Right-Back,Al-Ettifaq,transfer,transfer,1300000.0,2009,2009/2010
Ittihad Club,Ali Al-Zubaidi,22,Midfield,Defensive Midfield,Ittihad Club,transfer,transfer,1300000.0,2009,2009/2010
Ittihad Club,Renato Cajá,24,Midfield,Attacking Midfield,Grêmio,free transfer,free,0.0,2009,2009/2010
Ittihad Club,Naif Al-Balawi,23,Forward,Centre-Forward,Al-Ansar,free transfer,free,0.0,2009,2009/2010
Ittihad Club,Mohamad Labib,22,Forward,Centre-Forward,Al-Qadsiah FC,free transfer,free,0.0,2009,2009/2010
Ittihad Club,Hamad Al-Eissa,27,Defence,Centre-Back,Al-Hazem,transfer,transfer,1300000.0,2009,2009/2010
Ittihad Club,Mohammad Ameen,29,Midfield,Midfield,Al-Hazem,transfer,transfer,1300000.0,2009,2009/2010
Ittihad Club,Marzouq Al-Otaibi,33,Forward,Centre-Forward,Al-Wehda,transfer,transfer,1300000.0,2009,2009/2010
Ittihad Club,Abdullah Haidar,24,Midfield,Defensive Midfield,Al-Raed,transfer,transfer,1300000.0,2009,2009/2010
Ittihad Club,Mazin Ahmed Al-Huthayfi,24,Forward,Left Winger,Hampton & Rich.,loan transfer,loan,0.0,2009,2009/2010
Ittihad Club,Ibrahim Suwayed,34,Midfield,Right Midfield,Retired,retired,retired,0.0,2009,2009/2010
Al-Ettifaq FC,Youssef Al-Salem,24,Forward,Centre-Forward,Al-Shabab SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Ettifaq FC,Mohammed Al-Shahrani,27,Forward,Centre-Forward,Al-Nasr SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Ettifaq FC,Khalifa Ayil Al-Naufli,25,Defence,Centre-Back,Al-Sadd SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Ettifaq FC,Youness Mankari,27,Midfield,Defensive Midfield,Wydad AC,transfer,transfer,1300000.0,2009,2009/2010
Al-Ettifaq FC,José Luis Garcés,28,Forward,Centre-Forward,Coimbra,transfer,transfer,1300000.0,2009,2009/2010
Al-Ettifaq FC,Yahya Al-Shehri,19,Midfield,Attacking Midfield,Al-Ettifaq,transfer,transfer,1300000.0,2009,2009/2010
Al-Ettifaq FC,Prince Tagoe,22,Forward,Centre-Forward,TSG Hoffenheim,free transfer,free,0.0,2009,2009/2010
Al-Ettifaq FC,Mohamad Roubize,23,Midfield,Central Midfield,Al-Hazem,transfer,transfer,1300000.0,2009,2009/2010
Al-Ettifaq FC,Abdullah Al-Dawsari,19,Defence,Right-Back,Al-Hilal FC,transfer,transfer,1300000.0,2009,2009/2010
Al-Ettifaq FC,Mohammed Al-Shahrani,28,Forward,Centre-Forward,Al-Nasr SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Ettifaq FC,Rashed Al Rahab,25,Defence,Right-Back,Ittihad Club,transfer,transfer,1300000.0,2009,2009/2010
Al-Ettifaq FC,Mohanad Al Ibrahim,23,Forward,Attack,Al-Karamah SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Ettifaq FC,Sultan Al-Bargan,26,Midfield,Defensive Midfield,Al-Hilal FC,"end of loanjun 30, 2009",loan,0.0,2009,2009/2010
Al-Ettifaq FC,Paulo Sérgio,27,Midfield,Defensive Midfield,Coimbra,"end of loanjun 30, 2009",loan,0.0,2009,2009/2010
Al-Ettifaq FC,Yaqoub Al-Taher,25,Defence,Right-Back,Kuwait SC,"end of loanjun 30, 2009",loan,0.0,2009,2009/2010
Al-Fateh SC,Naim Berrabet,31,Midfield,Attacking Midfield,Stade Tunisien,€110k,transfer,110000.0,2009,2009/2010
Al-Fateh SC,Ahmad Al-Hderme,20,Forward,Attack,Al-Nasr SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Fateh SC,Ramzy Ben Younes,31,Defence,Centre-Back,Olympique Beja,transfer,transfer,1300000.0,2009,2009/2010
Al-Fateh SC,Mohamad Sharifi,30,Goalkeeper,Goalkeeper,Al-Nasr SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Fateh SC,Ahmad Al-Ajmi,26,Defence,Defence,Najran SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Hilal SFC,Shafi Al-Dossari,20,Defence,Left-Back,Al-Hilal FC,transfer,transfer,1300000.0,2009,2009/2010
Al-Hilal SFC,Sultan Al-Bargan,26,Midfield,Defensive Midfield,Al-Ettifaq,loan transfer,loan,0.0,2009,2009/2010
Al-Hilal SFC,Salman Al-Muwashar,21,Forward,Left Winger,Al-Qadsiah FC,loan transfer,loan,0.0,2009,2009/2010
Al-Ettifaq FC,Jeremiah White,27,Midfield,Right Midfield,Aarhus GF,free transfer,free,0.0,2009,2009/2010
Al-Ettifaq FC,Dorel Stoica,31,Midfield,Defensive Midfield,U. Craiova,free transfer,free,0.0,2009,2009/2010
Al-Ettifaq FC,Cristian Danalache,27,Forward,Centre-Forward,Unirea Urziceni,transfer,transfer,1300000.0,2009,2009/2010
Al-Ettifaq FC,Sultan Al-Bargan,26,Midfield,Defensive Midfield,Al-Hilal FC,loan transfer,loan,0.0,2009,2009/2010
Al-Ettifaq FC,Youness Mankari,26,Midfield,Defensive Midfield,Al-Kharaitiyat,transfer,transfer,1300000.0,2009,2009/2010
Ittihad Club,Abdelmalek Ziaya,25,Forward,Centre-Forward,ES Sétif,transfer,transfer,1300000.0,2009,2009/2010
Ittihad Club,Adnan Falatah,26,Defence,Left-Back,Al-Wehda,loan transfer,loan,0.0,2009,2009/2010
Ittihad Club,Mazin Ahmed Al-Huthayfi,24,Forward,Left Winger,Staines Town FC,loan transfer,loan,0.0,2009,2009/2010
Ittihad Club,Luciano Leguizamón,27,Forward,Centre-Forward,Arsenal Sarandí,"end of loandec 31, 2009",loan,0.0,2009,2009/2010
Al-Hazem SC,Raed Al-Amri,19,Defence,Left-Back,Al-Raed,loan transfer,loan,0.0,2009,2009/2010
Al-Hazem SC,Waleed Al-Gizani,28,Forward,Centre-Forward,Al-Shabab SC,free transfer,free,0.0,2009,2009/2010
Al-Hazem SC,Raed Al-Amri,21,Defence,Left-Back,Al-Raed,"end of loanjun 30, 2010",loan,0.0,2009,2009/2010
Al-Shabab FC,Waleed Al-Gizani,28,Forward,Centre-Forward,Al-Hazem,free transfer,free,0.0,2009,2009/2010
Al-Shabab FC,João Tomás,34,Forward,Centre-Forward,Rio Ave,transfer,transfer,1300000.0,2009,2009/2010
Al-Shabab FC,Adam Griffiths,30,Defence,Centre-Back,Adelaide United,free transfer,free,0.0,2009,2009/2010
Al-Shabab FC,Sultan Al-Muraished,21,Forward,Second Striker,Al-Mojzel,transfer,transfer,1300000.0,2009,2009/2010
Al-Wehda FC,Adnan Falatah,26,Defence,Left-Back,Ittihad Club,loan transfer,loan,0.0,2009,2009/2010
Al-Wehda FC,Abdelkarim Benhania,25,Forward,Centre-Forward,MAS Fes,transfer,transfer,1300000.0,2009,2009/2010
Al-Wehda FC,Raja Rafe,26,Forward,Centre-Forward,Al-Majd,"end of loandec 1, 2009",loan,0.0,2009,2009/2010
Al-Ahli SFC,Marcinho,28,Midfield,Attacking Midfield,Atlético-PR,loan fee:€590k,loan,590000.0,2009,2009/2010
Al-Ahli SFC,Saïf Ghezal,28,Defence,Centre-Back,BSC Young Boys,€450k,transfer,450000.0,2009,2009/2010
Al-Ahli SFC,Youssef Al-Moina,27,Midfield,Midfield,Al-Nasr SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Ahli SFC,Victor Simões,28,Forward,Centre-Forward,Tombense,loan transfer,loan,0.0,2009,2009/2010
Al-Ahli SFC,Mohamed Eid Al-Bishi,22,Defence,Centre-Back,Al-Nasr SC,free transfer,free,0.0,2009,2009/2010
Al-Ahli SFC,Sebastián Rusculleda,24,Midfield,Left Midfield,San Lorenzo,transfer,transfer,1300000.0,2009,2009/2010
Al-Ahli SFC,Javier Toledo,23,Forward,Centre-Forward,Atlético-PR,loan transfer,loan,0.0,2009,2009/2010
Al-Ahli SFC,Josimar Mosquera,27,Defence,Centre-Back,Arsenal Sarandí,"end of loandec 1, 2009",loan,0.0,2009,2009/2010
Al-Nassr FC,Mohamed Eid Al-Bishi,22,Defence,Centre-Back,Al-Ahli SC,free transfer,free,0.0,2009,2009/2010
Al-Nassr FC,Fahad Al-Yami,18,Defence,Defence,Unknown,free transfer,free,0.0,2009,2009/2010
Al-Nassr FC,Salim Hamdan,17,Defence,Left-Back,Al-Qadsiah FC,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Pascal Feindouno,28,Forward,Right Winger,Al-Sadd SC,loan transfer,loan,0.0,2009,2009/2010
Al-Nassr FC,Youssef Al-Moina,27,Midfield,Midfield,Al-Ahli SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Éder Gaúcho,32,Defence,Centre-Back,Sharjah FC,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Mohammad Khojahali,36,Goalkeeper,Goalkeeper,Al-Raed,transfer,transfer,1300000.0,2009,2009/2010
Al-Nassr FC,Bader Al-Nakhli,21,Defence,Centre-Back,Al-Fateh,loan transfer,loan,0.0,2009,2009/2010
Al-Nassr FC,Pascal Feindouno,29,Forward,Right Winger,Al-Sadd SC,"end of loanmar 1, 2010",loan,0.0,2009,2009/2010
Al-Raed SFC,Bruno Luiz,25,Forward,Centre-Forward,Macaé,free transfer,free,0.0,2009,2009/2010
Al-Raed SFC,Mohammad Khojahali,36,Goalkeeper,Goalkeeper,Al-Nasr SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Raed SFC,Raed Al-Amri,21,Defence,Left-Back,Al-Hazem,"end of loanjun 30, 2010",loan,0.0,2009,2009/2010
Al-Raed SFC,Raed Al-Amri,19,Defence,Left-Back,Al-Hazem,loan transfer,loan,0.0,2009,2009/2010
Al-Qadsiah FC,Nasigba John Jumbo,21,Forward,Centre-Forward,Harras Hodoud,transfer,transfer,1300000.0,2009,2009/2010
Al-Qadsiah FC,Salman Al-Muwashar,21,Forward,Left Winger,Al-Hilal FC,loan transfer,loan,0.0,2009,2009/2010
Al-Qadsiah FC,Rubén Gigena,29,Forward,Centre-Forward,Wanderers,transfer,transfer,1300000.0,2009,2009/2010
Al-Qadsiah FC,Salim Hamdan,17,Defence,Left-Back,Al-Nasr SC,transfer,transfer,1300000.0,2009,2009/2010
Al-Qadsiah FC,Ibrahim Kabie,26,Defence,Defence,Unknown,"end of loandec 31, 2009",loan,0.0,2009,2009/2010
Najran SC,Yves-Diba Ilunga,22,Forward,Centre-Forward,AS Vita Club,transfer,transfer,1300000.0,2009,2009/2010
Najran SC,Abdessamad Ouarrad,30,Midfield,Midfield,O. Khouribga,loan transfer,loan,0.0,2009,2009/2010
Al-Fateh SC,Bader Al-Nakhli,21,Defence,Centre-Back,Al-Nasr SC,loan transfer,loan,0.0,2009,2009/2010
Al-Hilal SFC,Waleed Al-Gizani,29,Forward,Centre-Forward,Al-Shabab SC,free transfer,free,0.0,2010,2010/2011
Al-Hilal SFC,Mohammed Al-Qarni,20,Midfield,Defensive Midfield,Unknown,free transfer,free,0.0,2010,2010/2011
Al-Hilal SFC,Yahia Al-Kabie,23,Defence,Left-Back,Al-Watani,transfer,transfer,1300000.0,2010,2010/2011
Al-Hilal SFC,Faisal Al-Jamaan,24,Forward,Centre-Forward,Al-Fateh,"end of loanjun 30, 2010",loan,0.0,2010,2010/2011
